loan_id,default_date,default_reason,unpaid_amount
35773,2023-04-07,Fraud,34619.22
35776,2023-12-25,Fraud,17855.32
35779,2023-03-27,Job Loss,50248.24
35783,2023-06-23,Bankruptcy,38456.39
35787,2023-11-17,Bankruptcy,27309.47
35790,2023-08-13,Missed Payments,48439.79
35791,2023-06-11,Missed Payments,30722.94
35795,2023-11-03,Fraud,3390.28
35799,2023-06-30,Fraud,69076.14
35802,2023-09-10,Fraud,69681.04
35804,2023-01-21,Job Loss,16079.37
35808,2023-01-13,Bankruptcy,42439.42
35818,2023-02-24,Missed Payments,44095.56
35821,2023-10-11,Missed Payments,55614.49
35824,2023-09-29,Job Loss,24726.35
35830,2023-03-12,Missed Payments,68869.91
35831,2023-06-25,Fraud,63855.34
35837,2023-12-03,Job Loss,62992.46
35839,2023-01-15,Job Loss,20480.29
35841,2023-12-20,Missed Payments,14980.6
35842,2023-02-14,Missed Payments,54576.02
35843,2023-01-29,Fraud,30774.75
35847,2023-10-31,Job Loss,14873.05
35850,2023-09-25,Fraud,8386.13
35851,2023-05-30,Bankruptcy,64670.0
35857,2023-08-13,Job Loss,49974.72
35860,2023-09-17,Bankruptcy,33034.25
35861,2023-04-14,Bankruptcy,65044.67
35863,2023-10-05,Bankruptcy,55131.43
35865,2023-07-19,Missed Payments,47691.05
35866,2023-11-10,Bankruptcy,42672.66
35867,2023-03-27,Fraud,61259.45
35868,2023-10-17,Bankruptcy,32139.98
35869,2023-10-22,Fraud,23148.15
35871,2023-09-09,Missed Payments,41649.35
35874,2023-07-09,Fraud,37047.56
35876,2023-11-28,Job Loss,45265.96
35877,2023-02-05,Missed Payments,44138.36
35880,2023-07-08,Missed Payments,12305.55
35885,2023-10-19,Job Loss,40182.43
35887,2023-08-20,Fraud,1779.28
35890,2023-06-22,Job Loss,56388.53
35891,2023-05-15,Bankruptcy,40620.75
35892,2023-02-22,Missed Payments,42141.24
35894,2023-10-08,Missed Payments,67718.33
35896,2023-07-29,Job Loss,21557.94
35897,2023-04-05,Missed Payments,42121.24
35904,2023-09-09,Job Loss,25879.88
35909,2023-02-20,Job Loss,42164.67
35910,2023-10-16,Bankruptcy,1500.17
35911,2023-11-21,Job Loss,61598.22
35913,2023-10-24,Job Loss,15743.24
35914,2023-03-14,Missed Payments,50085.28
35916,2023-06-14,Fraud,13877.18
35918,2023-01-20,Job Loss,33237.79
35919,2023-02-09,Fraud,39522.7
35920,2023-05-23,Bankruptcy,58044.79
35921,2023-02-24,Fraud,58524.04
35922,2023-02-03,Missed Payments,23344.69
35923,2023-03-24,Missed Payments,57534.87
35924,2023-10-25,Fraud,56124.3
35926,2023-06-21,Fraud,12093.45
35927,2023-04-11,Missed Payments,10346.43
35929,2023-09-14,Job Loss,56169.79
35934,2023-11-01,Missed Payments,63863.42
35938,2023-04-16,Missed Payments,26463.32
35943,2023-04-13,Missed Payments,53046.24
35944,2023-11-07,Job Loss,29610.38
35946,2023-06-18,Fraud,45222.15
35947,2023-07-12,Job Loss,59345.55
35949,2023-03-13,Bankruptcy,40861.99
35951,2023-04-04,Job Loss,44432.61
35953,2023-04-28,Job Loss,51107.7
35954,2023-10-11,Bankruptcy,4333.28
35955,2023-03-31,Job Loss,54545.81
35957,2023-05-13,Fraud,57299.28
35959,2023-08-26,Fraud,60034.26
35964,2023-05-22,Fraud,57810.87
35965,2023-10-05,Fraud,5001.76
35966,2023-12-26,Job Loss,19760.86
35971,2023-06-07,Fraud,16258.3
35972,2023-03-15,Fraud,46887.56
35973,2023-07-02,Bankruptcy,55890.22
35977,2023-06-12,Missed Payments,33820.07
35978,2023-11-19,Bankruptcy,36800.62
35979,2023-10-27,Fraud,26642.51
35980,2023-08-01,Missed Payments,44217.21
35986,2023-02-01,Job Loss,47420.46
35987,2023-05-23,Bankruptcy,69716.47
35988,2023-02-25,Bankruptcy,33866.31
35989,2023-12-08,Missed Payments,61087.47
35991,2023-11-29,Job Loss,44235.26
35996,2023-05-19,Job Loss,20542.97
35997,2023-10-21,Bankruptcy,56029.65
35998,2023-06-25,Fraud,64691.3
35999,2023-01-28,Job Loss,45017.75
36000,2023-07-18,Fraud,32856.86
36005,2023-01-22,Job Loss,61996.69
36007,2023-05-14,Fraud,37132.53
36008,2023-02-15,Missed Payments,22150.61
36009,2023-06-03,Missed Payments,55762.48
36010,2023-10-15,Fraud,46944.99
36011,2023-07-26,Job Loss,64187.7
36013,2023-04-18,Bankruptcy,67781.7
36015,2023-11-21,Bankruptcy,13389.92
36017,2023-12-31,Missed Payments,45804.5
36018,2023-07-08,Job Loss,5588.46
36021,2023-08-28,Missed Payments,53837.92
36023,2023-12-29,Fraud,44917.74
36028,2023-01-14,Fraud,21995.06
36032,2023-01-10,Fraud,59462.63
36035,2023-06-10,Bankruptcy,13556.13
36038,2024-01-01,Fraud,69669.46
36039,2023-02-04,Bankruptcy,26865.24
36042,2023-12-21,Fraud,34043.84
36043,2023-07-02,Missed Payments,23829.79
36044,2023-06-04,Bankruptcy,69894.31
36047,2023-08-11,Missed Payments,36604.02
36048,2023-11-16,Job Loss,19351.68
36054,2023-12-03,Fraud,10059.59
36055,2023-08-28,Fraud,13794.0
36057,2023-11-10,Job Loss,30527.88
36059,2023-11-14,Fraud,62806.69
36060,2023-03-29,Missed Payments,69008.58
36061,2023-05-08,Job Loss,21151.83
36062,2023-09-14,Fraud,52071.16
36068,2023-07-15,Job Loss,48758.75
36071,2023-02-18,Missed Payments,34494.76
36073,2023-07-16,Job Loss,62963.9
36074,2023-02-04,Fraud,52399.89
36075,2023-08-07,Bankruptcy,45841.31
36080,2023-04-21,Bankruptcy,57944.15
36081,2023-07-19,Fraud,19453.53
36083,2023-09-28,Bankruptcy,15091.37
36084,2023-05-22,Missed Payments,51461.77
36087,2023-07-01,Bankruptcy,25106.39
36091,2023-02-11,Fraud,40837.41
36092,2023-01-07,Fraud,18216.41
36102,2023-06-05,Fraud,5429.14
36104,2023-08-13,Missed Payments,58660.91
36105,2023-04-05,Bankruptcy,54351.29
36107,2023-07-26,Fraud,13041.25
36110,2023-01-08,Bankruptcy,16848.21
36112,2023-03-12,Bankruptcy,10835.43
36120,2023-09-20,Job Loss,25558.11
36124,2023-10-12,Bankruptcy,42793.21
36125,2023-03-03,Fraud,14747.44
36131,2023-09-11,Fraud,39156.71
36135,2023-12-28,Bankruptcy,13488.27
36137,2023-12-21,Bankruptcy,51857.18
36139,2023-02-14,Bankruptcy,2645.78
36140,2023-06-19,Bankruptcy,45867.72
36141,2023-09-03,Missed Payments,52914.73
36142,2023-05-18,Bankruptcy,11333.3
36146,2023-06-29,Job Loss,22158.36
36148,2023-06-18,Bankruptcy,29848.96
36150,2023-04-15,Job Loss,16222.61
36151,2023-05-13,Fraud,62852.24
36153,2023-12-15,Missed Payments,21125.02
36154,2023-08-24,Bankruptcy,24213.96
36155,2023-06-09,Job Loss,20489.08
36157,2023-08-07,Fraud,46308.6
36158,2023-04-12,Bankruptcy,9632.17
36161,2023-01-19,Job Loss,9213.4
36162,2023-08-20,Job Loss,14957.41
36163,2023-07-28,Missed Payments,14524.32
36167,2023-04-22,Missed Payments,19005.47
36168,2023-09-11,Fraud,62721.71
36171,2023-05-25,Bankruptcy,64728.07
36172,2023-06-04,Missed Payments,39891.52
36173,2023-12-03,Fraud,29572.83
36174,2023-12-23,Fraud,60176.79
36178,2023-03-21,Job Loss,65188.22
36181,2023-01-11,Bankruptcy,23545.34
36183,2023-09-02,Missed Payments,62883.29
36188,2023-12-27,Fraud,22845.29
36190,2023-12-07,Fraud,5532.51
36192,2023-09-21,Bankruptcy,53761.6
36198,2023-05-09,Missed Payments,11140.0
36200,2023-08-23,Missed Payments,64522.05
36202,2023-12-27,Fraud,35645.36
36203,2023-12-02,Fraud,40172.55
36207,2023-07-31,Job Loss,51522.3
36210,2023-08-16,Fraud,3617.04
36214,2023-01-14,Bankruptcy,23702.14
36217,2023-07-27,Missed Payments,8656.4
36224,2023-11-27,Job Loss,45020.16
36225,2023-10-12,Fraud,65641.07
36227,2023-04-16,Missed Payments,29128.55
36233,2023-04-19,Missed Payments,2322.87
36236,2023-04-19,Fraud,34815.13
36237,2023-11-13,Job Loss,61663.99
36239,2023-03-11,Bankruptcy,60912.36
36241,2023-01-25,Missed Payments,41635.84
36243,2023-05-07,Fraud,16706.95
36245,2023-11-01,Job Loss,32143.59
36247,2023-08-27,Fraud,43939.44
36248,2023-08-12,Fraud,33779.82
36250,2023-09-05,Job Loss,8571.26
36256,2023-12-01,Job Loss,31405.31
36257,2023-04-22,Job Loss,2430.18
36258,2023-05-29,Missed Payments,53513.99
36259,2023-07-11,Fraud,30654.19
36260,2023-01-06,Fraud,40707.0
36263,2023-07-30,Fraud,55600.07
36265,2023-05-10,Fraud,67012.83
36268,2023-08-06,Fraud,49490.55
36269,2023-07-13,Fraud,55650.96
36271,2023-11-16,Fraud,32712.1
36274,2023-03-08,Missed Payments,23249.74
36275,2023-12-12,Job Loss,5004.55
36277,2023-05-01,Job Loss,38660.34
36278,2023-03-14,Missed Payments,13635.9
36281,2023-09-15,Fraud,36983.58
36283,2023-11-11,Missed Payments,35632.0
36288,2023-09-18,Fraud,65145.89
36289,2023-07-08,Job Loss,55332.94
36290,2023-11-02,Missed Payments,27167.12
36296,2023-02-12,Missed Payments,16105.66
36297,2023-04-10,Fraud,30974.18
36306,2023-10-06,Missed Payments,11898.34
36307,2023-09-10,Fraud,44329.81
36308,2023-11-04,Missed Payments,19309.07
36309,2023-02-11,Fraud,20222.8
36310,2023-10-16,Fraud,42145.21
36311,2023-10-22,Job Loss,8364.76
36312,2023-11-18,Missed Payments,35854.38
36316,2023-08-02,Bankruptcy,55759.2
36317,2023-10-24,Bankruptcy,7222.71
36319,2023-08-04,Fraud,2876.92
36320,2023-07-15,Missed Payments,18213.71
36322,2023-10-20,Bankruptcy,63509.25
36325,2023-11-26,Fraud,51766.87
36328,2023-01-30,Missed Payments,36150.98
36329,2023-08-12,Bankruptcy,34877.2
36336,2023-12-10,Bankruptcy,17100.34
36337,2023-06-02,Fraud,48959.47
36349,2023-05-18,Job Loss,36153.89
36350,2023-10-11,Missed Payments,41099.12
36352,2023-12-19,Bankruptcy,29856.14
36354,2023-06-04,Job Loss,5732.57
36360,2023-08-23,Job Loss,27076.0
36364,2023-10-24,Job Loss,53123.18
36365,2023-08-14,Job Loss,20676.39
36367,2023-04-05,Fraud,68570.37
36368,2023-11-07,Missed Payments,5970.18
36371,2023-07-13,Missed Payments,33441.7
36372,2023-03-14,Missed Payments,49268.0
36382,2023-09-16,Bankruptcy,14545.05
36384,2023-07-14,Job Loss,18763.86
36388,2023-03-15,Fraud,45784.51
36389,2023-04-12,Job Loss,13466.28
36390,2023-10-31,Missed Payments,43212.98
36393,2023-04-08,Job Loss,42097.65
36395,2023-02-04,Job Loss,31422.76
36396,2023-01-04,Fraud,8904.93
36398,2023-05-31,Missed Payments,18558.57
36400,2023-12-02,Job Loss,33924.81
36403,2023-09-08,Job Loss,43692.45
36404,2023-01-09,Job Loss,30591.01
36405,2023-04-15,Missed Payments,57672.81
36407,2023-11-18,Job Loss,38087.61
36413,2023-05-03,Job Loss,7164.18
36414,2023-04-12,Job Loss,49606.71
36415,2023-02-20,Bankruptcy,30298.6
36418,2023-06-21,Missed Payments,58462.74
36420,2023-01-27,Missed Payments,27402.74
36423,2023-10-20,Missed Payments,38230.58
36424,2023-07-17,Missed Payments,34216.83
36426,2023-06-03,Fraud,34692.38
36427,2023-01-15,Bankruptcy,38712.03
36428,2023-07-10,Job Loss,2795.96
36429,2023-10-28,Job Loss,38286.59
36433,2023-09-16,Fraud,19814.4
36437,2023-10-15,Bankruptcy,63003.93
36438,2023-05-02,Missed Payments,44398.37
36441,2023-09-04,Missed Payments,43865.13
36443,2023-03-16,Fraud,10954.76
36447,2023-06-11,Job Loss,44596.39
36448,2023-02-19,Missed Payments,57038.65
36450,2023-07-27,Fraud,12478.36
36451,2023-11-13,Fraud,3135.57
36454,2023-04-01,Job Loss,37283.24
36456,2023-05-20,Bankruptcy,6582.48
36458,2023-08-03,Fraud,24651.81
36461,2023-09-01,Job Loss,11812.19
36464,2023-12-08,Missed Payments,57446.54
36467,2023-04-17,Fraud,66290.0
36468,2023-12-21,Job Loss,37296.63
36471,2023-06-18,Fraud,65367.24
36472,2023-11-19,Job Loss,11861.08
36478,2023-02-19,Fraud,57477.94
36479,2023-07-18,Bankruptcy,52651.98
36480,2023-10-23,Job Loss,28824.94
36481,2023-09-25,Job Loss,8869.74
36488,2023-04-12,Missed Payments,1342.97
36491,2023-11-04,Missed Payments,41642.02
36495,2023-10-25,Job Loss,19411.39
36498,2023-05-29,Job Loss,59424.99
36504,2023-10-14,Fraud,56577.43
36506,2023-03-22,Fraud,67085.38
36507,2023-12-01,Job Loss,24504.61
36512,2023-06-04,Fraud,62022.26
36514,2023-04-27,Missed Payments,56740.23
36515,2023-12-19,Job Loss,65741.67
36517,2023-12-10,Missed Payments,20432.14
36518,2023-04-11,Bankruptcy,27329.68
36522,2023-12-26,Fraud,64089.5
36523,2023-03-06,Bankruptcy,33361.94
36525,2023-10-01,Missed Payments,22523.0
36527,2023-12-07,Missed Payments,66687.12
36528,2023-01-20,Job Loss,16892.09
36531,2023-11-06,Missed Payments,31255.37
36535,2023-10-14,Bankruptcy,67265.13
36540,2023-11-06,Job Loss,63857.35
36541,2023-05-21,Job Loss,64842.37
36543,2023-03-13,Bankruptcy,27479.88
36544,2023-07-02,Bankruptcy,3135.74
36545,2023-02-03,Bankruptcy,53051.26
36547,2023-12-11,Bankruptcy,36874.56
36548,2023-04-20,Fraud,68123.45
36549,2023-11-14,Missed Payments,7822.1
36551,2023-06-05,Fraud,10238.85
36556,2023-12-04,Missed Payments,23825.27
36557,2023-08-22,Bankruptcy,29101.93
36558,2023-08-05,Missed Payments,47504.67
36559,2023-06-08,Job Loss,5689.4
36562,2023-12-11,Missed Payments,14901.31
36563,2023-02-25,Job Loss,17423.3
36569,2023-11-29,Fraud,47150.7
36574,2023-10-21,Job Loss,34810.85
36575,2023-09-14,Job Loss,4404.38
36579,2023-01-26,Bankruptcy,6927.14
36581,2023-02-15,Bankruptcy,69822.0
36582,2023-05-02,Job Loss,45614.71
36583,2023-03-01,Fraud,63260.89
36584,2023-02-07,Job Loss,68297.29
36587,2023-12-22,Job Loss,68782.16
36588,2023-12-29,Missed Payments,47857.95
36589,2023-01-01,Bankruptcy,49712.26
36590,2023-03-30,Job Loss,12439.85
36592,2023-06-05,Fraud,30514.06
36593,2023-07-12,Fraud,33871.57
36594,2023-09-02,Job Loss,62622.01
36595,2023-12-08,Missed Payments,49593.27
36600,2023-01-05,Bankruptcy,62539.38
36601,2023-12-19,Job Loss,52770.88
36603,2023-12-19,Bankruptcy,19461.43
36604,2023-06-05,Missed Payments,4525.26
36606,2023-01-24,Fraud,9495.16
36607,2023-10-24,Bankruptcy,37347.78
36610,2023-08-19,Fraud,50689.46
36612,2023-10-19,Job Loss,62049.53
36613,2023-03-17,Job Loss,8569.09
36614,2023-10-28,Bankruptcy,40995.28
36616,2023-03-10,Job Loss,34644.86
36617,2023-04-05,Job Loss,7725.73
36620,2023-04-27,Fraud,57076.78
36622,2023-07-15,Job Loss,59725.84
36624,2023-11-28,Missed Payments,35601.19
36625,2023-05-18,Missed Payments,20259.1
36626,2023-09-02,Job Loss,13221.65
36631,2023-05-20,Job Loss,7726.97
36633,2023-01-20,Fraud,30579.97
36635,2023-10-12,Job Loss,24165.7
36636,2023-08-07,Bankruptcy,42972.83
36638,2023-06-29,Fraud,53717.74
36641,2023-12-19,Job Loss,26853.41
36644,2023-07-16,Missed Payments,17554.21
36647,2023-02-22,Bankruptcy,62604.37
36649,2023-09-28,Bankruptcy,22887.05
36651,2023-09-29,Missed Payments,15387.92
36653,2023-08-06,Missed Payments,67753.39
36656,2023-08-11,Job Loss,59008.85
36660,2023-06-13,Missed Payments,69152.11
36664,2023-11-24,Fraud,56344.68
36668,2023-10-17,Fraud,60590.61
36670,2023-11-17,Job Loss,45307.41
36672,2023-06-26,Fraud,33898.74
36674,2023-08-27,Job Loss,50939.91
36677,2023-02-15,Missed Payments,17345.74
36678,2023-09-13,Bankruptcy,34066.85
36679,2023-05-19,Job Loss,11465.01
36681,2023-08-17,Bankruptcy,67900.41
36683,2023-05-18,Bankruptcy,47108.27
36684,2023-04-21,Fraud,20137.84
36690,2023-04-01,Missed Payments,6479.47
36693,2023-12-31,Fraud,48872.44
36695,2023-07-25,Missed Payments,39766.47
36697,2023-10-15,Missed Payments,31405.9
36700,2023-05-03,Missed Payments,39098.42
36703,2023-04-25,Bankruptcy,50144.54
36706,2023-05-20,Missed Payments,54607.24
36711,2023-11-04,Fraud,13136.13
36714,2023-02-10,Bankruptcy,69824.01
36719,2023-12-22,Fraud,40823.7
36720,2023-09-25,Bankruptcy,63269.51
36721,2023-06-26,Missed Payments,11328.61
36723,2023-02-06,Job Loss,9971.56
36728,2023-09-19,Fraud,40614.57
36729,2023-05-15,Fraud,60618.02
36731,2023-05-12,Missed Payments,34500.7
36735,2023-01-21,Missed Payments,5038.54
36736,2023-08-22,Bankruptcy,35036.78
36737,2023-03-16,Fraud,67386.07
36741,2023-01-02,Missed Payments,42899.75
36742,2023-10-06,Fraud,28971.25
36744,2023-09-16,Bankruptcy,11460.65
36745,2023-08-04,Missed Payments,38105.17
36748,2023-05-11,Bankruptcy,54250.43
36749,2023-03-29,Missed Payments,1763.74
36753,2023-02-20,Bankruptcy,2950.87
36757,2023-10-06,Missed Payments,32318.4
36759,2023-02-22,Bankruptcy,34697.76
36761,2023-09-26,Bankruptcy,60613.96
36762,2023-05-23,Fraud,23827.99
36764,2023-12-15,Missed Payments,36075.99
36766,2023-10-16,Job Loss,43513.42
36772,2023-06-20,Missed Payments,14754.86
36776,2023-10-01,Job Loss,34433.24
36777,2023-09-11,Job Loss,29448.25
36778,2023-10-19,Bankruptcy,4584.02
36783,2023-05-16,Missed Payments,11941.72
36784,2023-07-02,Bankruptcy,32937.9
36785,2023-07-21,Job Loss,34422.46
36789,2023-05-25,Job Loss,50313.4
36792,2023-08-13,Missed Payments,48424.57
36797,2023-12-09,Job Loss,18495.99
36802,2023-01-22,Job Loss,52637.49
36805,2023-11-26,Missed Payments,12117.97
36806,2023-03-17,Job Loss,33331.11
36810,2023-08-06,Missed Payments,62826.94
36812,2023-06-14,Bankruptcy,26456.25
36815,2023-02-20,Missed Payments,24803.62
36816,2023-02-17,Bankruptcy,27740.29
36818,2023-09-26,Fraud,68316.34
36826,2023-01-16,Missed Payments,49289.37
36827,2023-07-23,Job Loss,30711.46
36834,2023-12-28,Job Loss,2048.31
36835,2023-08-24,Fraud,20302.57
36836,2023-06-18,Job Loss,52769.71
36841,2023-05-15,Bankruptcy,24428.79
36846,2023-03-03,Fraud,8718.41
36847,2023-10-08,Missed Payments,2320.59
36848,2023-10-17,Job Loss,8211.9
36849,2023-08-05,Job Loss,64216.48
36851,2023-09-16,Job Loss,14052.42
36853,2023-02-10,Fraud,68492.99
36854,2023-01-22,Job Loss,23622.56
36856,2023-01-08,Bankruptcy,40691.24
36867,2023-06-06,Job Loss,44633.27
36870,2023-09-11,Fraud,29214.46
36871,2023-03-31,Job Loss,68649.13
36875,2023-08-27,Bankruptcy,5086.93
36876,2023-09-05,Bankruptcy,68545.17
36881,2023-02-08,Fraud,49448.19
36882,2023-04-09,Bankruptcy,31679.84
36883,2023-06-17,Fraud,49661.4
36884,2023-06-19,Missed Payments,31231.37
36886,2023-01-11,Missed Payments,18251.05
36887,2023-08-13,Missed Payments,4693.55
36890,2023-11-29,Missed Payments,34675.91
36895,2023-06-16,Missed Payments,15692.35
36897,2023-07-18,Job Loss,66346.44
36902,2023-05-03,Bankruptcy,63385.72
36907,2023-06-07,Fraud,48105.87
36911,2023-01-16,Missed Payments,53962.99
36914,2023-01-06,Missed Payments,36572.88
36915,2023-02-15,Fraud,9091.22
36916,2023-01-07,Fraud,54587.27
36918,2023-09-12,Fraud,24833.4
36919,2023-02-08,Bankruptcy,49100.68
36922,2023-05-31,Bankruptcy,66912.57
36923,2023-06-17,Job Loss,64876.6
36928,2023-06-17,Missed Payments,20802.14
36929,2023-03-08,Missed Payments,43995.47
36941,2023-11-30,Bankruptcy,68040.19
36945,2023-08-03,Job Loss,13165.16
36953,2023-10-27,Fraud,4540.98
36960,2023-01-18,Fraud,55063.17
36961,2023-07-19,Job Loss,7395.08
36964,2023-09-23,Job Loss,21716.47
36967,2023-04-24,Bankruptcy,37636.63
36969,2023-09-14,Fraud,15084.25
36972,2023-08-23,Missed Payments,23179.52
36974,2023-10-17,Missed Payments,6167.92
36978,2023-04-09,Bankruptcy,61667.71
36979,2023-11-12,Fraud,46338.92
36980,2023-01-25,Fraud,29920.95
36981,2023-07-13,Fraud,41144.12
36985,2023-11-19,Fraud,43496.79
36987,2023-01-23,Job Loss,43741.29
36988,2023-11-12,Missed Payments,15789.07
36990,2023-02-14,Job Loss,46380.31
36992,2023-03-11,Fraud,8441.03
36995,2023-10-29,Fraud,31703.42
36996,2023-08-06,Missed Payments,1244.05
36997,2023-02-28,Missed Payments,56212.18
37000,2023-02-18,Job Loss,62741.42
37001,2023-01-28,Job Loss,49356.52
37003,2023-05-23,Job Loss,2558.6
37007,2023-10-07,Fraud,36997.65
37009,2023-05-21,Job Loss,11966.56
37017,2023-09-09,Job Loss,47367.25
37022,2023-07-16,Fraud,5953.08
37023,2023-08-31,Job Loss,19496.74
37024,2023-09-20,Job Loss,30254.54
37025,2023-03-08,Missed Payments,49823.3
37027,2023-03-16,Fraud,24507.57
37029,2023-12-08,Job Loss,68099.73
37030,2023-06-23,Bankruptcy,35063.22
37035,2023-11-28,Missed Payments,61584.47
37038,2023-05-26,Bankruptcy,17424.37
37046,2023-10-09,Bankruptcy,56623.6
37048,2023-01-01,Fraud,30177.71
37050,2023-07-05,Missed Payments,11267.28
37055,2023-06-20,Fraud,19123.97
37059,2023-09-27,Fraud,24522.44
37060,2023-02-05,Fraud,10904.66
37061,2023-12-21,Job Loss,42638.43
37062,2023-08-28,Bankruptcy,6839.5
37065,2023-03-18,Job Loss,46867.88
37066,2023-09-01,Job Loss,55175.56
37070,2023-03-19,Fraud,26833.46
37071,2023-12-14,Bankruptcy,35828.99
37074,2023-11-27,Fraud,45975.43
37075,2023-06-29,Bankruptcy,39817.08
37076,2023-06-28,Fraud,28197.07
37078,2023-06-05,Missed Payments,42015.98
37082,2023-03-09,Bankruptcy,11838.71
37086,2023-11-29,Job Loss,66445.25
37088,2023-12-01,Missed Payments,23448.42
37090,2023-07-24,Fraud,47641.53
37092,2023-12-25,Job Loss,15503.92
37093,2023-03-30,Fraud,58061.55
37096,2023-11-29,Missed Payments,62081.8
37100,2023-07-03,Missed Payments,37119.69
37103,2023-10-23,Bankruptcy,48008.74
37108,2023-02-09,Fraud,68195.95
37111,2023-09-13,Job Loss,50427.75
37112,2023-12-23,Job Loss,35885.98
37119,2023-08-21,Fraud,65734.92
37125,2023-11-29,Job Loss,43763.67
37127,2023-09-13,Bankruptcy,54708.27
37128,2023-03-30,Job Loss,47089.5
37131,2023-06-03,Fraud,10683.77
37134,2023-04-15,Job Loss,11180.92
37135,2023-03-10,Bankruptcy,40842.74
37137,2023-09-25,Fraud,56221.92
37141,2023-07-05,Bankruptcy,64162.8
37143,2023-06-04,Job Loss,17261.72
37145,2023-09-27,Bankruptcy,29996.99
37149,2023-07-01,Missed Payments,1772.22
37150,2023-05-01,Job Loss,26861.03
37153,2023-06-10,Job Loss,50680.65
37154,2023-07-10,Fraud,15078.8
37155,2023-02-14,Fraud,15831.31
37157,2023-06-08,Fraud,29231.36
37158,2023-07-31,Job Loss,34133.39
37159,2023-07-29,Missed Payments,27912.74
37162,2023-04-19,Bankruptcy,19946.07
37163,2023-06-22,Missed Payments,17932.81
37164,2023-05-17,Missed Payments,52422.49
37166,2023-10-14,Fraud,21587.91
37167,2023-04-16,Bankruptcy,10188.54
37170,2023-01-19,Job Loss,62374.89
37171,2023-03-21,Fraud,54599.79
37172,2023-06-15,Bankruptcy,16534.5
37179,2023-05-13,Fraud,39995.9
37184,2023-10-29,Bankruptcy,66941.17
37185,2023-01-25,Fraud,33023.68
37186,2023-02-02,Missed Payments,42506.88
37187,2023-05-30,Missed Payments,34536.33
37190,2023-05-25,Fraud,8366.56
37191,2023-09-02,Missed Payments,10723.53
37193,2023-03-24,Fraud,69058.9
37196,2023-09-30,Fraud,8163.66
37199,2023-11-11,Job Loss,14330.85
37204,2023-10-11,Fraud,57202.43
37205,2023-07-26,Missed Payments,56653.81
37206,2023-05-16,Missed Payments,57531.95
37213,2023-01-30,Job Loss,10208.5
37217,2023-08-21,Fraud,53369.31
37220,2023-04-14,Bankruptcy,6728.62
37221,2023-01-13,Missed Payments,63186.75
37222,2023-06-06,Fraud,12014.03
37234,2023-01-01,Fraud,69415.74
37239,2023-10-20,Missed Payments,49798.84
37240,2023-02-23,Fraud,55467.63
37241,2023-08-16,Job Loss,24845.79
37245,2023-02-11,Fraud,6365.21
37246,2023-09-20,Job Loss,3338.98
37248,2023-04-19,Fraud,5626.49
37249,2023-12-28,Fraud,43888.54
37254,2023-11-12,Fraud,66942.54
37257,2023-03-12,Job Loss,48282.56
37258,2023-12-31,Job Loss,31306.37
37261,2023-01-19,Job Loss,52230.35
37266,2023-05-28,Job Loss,38367.83
37267,2023-08-11,Job Loss,39595.43
37270,2023-11-21,Job Loss,24376.78
37274,2023-01-19,Bankruptcy,46424.58
37275,2023-05-25,Fraud,60978.04
37277,2023-11-12,Bankruptcy,64586.48
37278,2023-04-16,Missed Payments,47156.85
37280,2023-10-18,Job Loss,57778.98
37282,2023-03-23,Job Loss,8450.61
37283,2023-02-16,Fraud,69032.83
37288,2023-11-12,Job Loss,65243.49
37292,2023-03-21,Job Loss,63315.19
37293,2023-12-30,Job Loss,14789.58
37294,2023-05-17,Bankruptcy,21343.79
37296,2023-10-27,Job Loss,50526.11
37299,2023-05-05,Bankruptcy,30756.91
37300,2023-09-12,Fraud,33900.34
37301,2023-05-06,Missed Payments,2663.05
37305,2023-08-03,Missed Payments,69739.11
37307,2023-06-14,Job Loss,20189.95
37315,2023-09-17,Fraud,40793.66
37319,2023-04-30,Bankruptcy,59652.77
37320,2023-12-11,Missed Payments,41677.99
37321,2023-06-02,Missed Payments,62644.67
37323,2023-11-07,Job Loss,43432.43
37325,2023-11-27,Bankruptcy,22215.81
37326,2023-10-23,Job Loss,16338.05
37331,2023-09-09,Missed Payments,9384.78
37334,2023-05-22,Job Loss,40533.76
37336,2023-06-27,Fraud,66852.2
37337,2023-06-21,Fraud,7314.49
37338,2023-08-18,Missed Payments,58277.72
37340,2023-12-19,Missed Payments,38289.01
37341,2023-04-12,Job Loss,66014.76
37344,2023-06-09,Job Loss,49190.14
37346,2023-03-02,Missed Payments,44510.55
37350,2023-06-18,Bankruptcy,67804.33
37351,2023-04-09,Missed Payments,11936.08
37361,2023-03-17,Job Loss,42305.19
37363,2023-11-04,Bankruptcy,8212.16
37368,2023-12-31,Missed Payments,11616.42
37369,2023-02-12,Missed Payments,17973.87
37370,2023-07-16,Bankruptcy,57912.05
37371,2023-01-22,Bankruptcy,28323.33
37374,2023-07-08,Bankruptcy,2483.81
37376,2023-02-09,Fraud,43884.64
37380,2023-01-01,Bankruptcy,37173.15
37382,2023-04-03,Fraud,60719.76
37383,2023-05-12,Fraud,4679.39
37388,2023-03-02,Bankruptcy,18432.55
37390,2023-02-04,Fraud,59143.95
37391,2023-11-22,Bankruptcy,19595.42
37394,2023-04-04,Missed Payments,3641.4
37396,2023-04-17,Fraud,56967.13
37398,2023-12-22,Job Loss,27018.66
